,article_id,product_type_no,graphical_appearance_no,colour_group_code,perceived_colour_value_id,perceived_colour_master_id,index_group_no,section_no,garment_group_no,cluster,img_name
86229,823086001,231,1010001,42,7,18,1,66,1019,140,082/0823086001.jpg
11468,547857001,265,1010001,9,4,5,1,15,1013,52,054/0547857001.jpg
78347,793612001,252,1010016,8,4,12,3,55,1003,278,079/0793612001.jpg
59185,722520001,267,1010016,9,4,5,2,58,1013,291,072/0722520001.jpg
84223,814947001,295,1010001,73,4,2,4,77,1005,256,081/0814947001.jpg
47156,688018002,270,1010014,7,1,12,4,76,1005,45,068/0688018002.jpg
28484,623248005,91,1010016,73,2,2,3,27,1020,244,062/0623248005.jpg
86602,824455002,94,1010016,13,2,11,3,27,1020,72,082/0824455002.jpg
56213,713443003,262,1010016,51,1,4,2,53,1007,101,071/0713443003.jpg
77140,788170001,262,1010016,9,4,5,3,31,1007,22,078/0788170001.jpg
60765,730683054,273,1010014,8,4,5,26,5,1005,236,073/0730683054.jpg
62056,735017001,265,1010001,12,1,11,1,11,1013,67,073/0735017001.jpg
96263,869662001,265,1010001,9,4,5,1,6,1013,185,086/0869662001.jpg
31301,631750001,265,1010001,41,5,18,4,76,1014,167,063/0631750001.jpg
32452,635144018,274,1010001,81,1,7,4,44,1002,234,063/0635144018.jpg
72117,766674001,258,1010016,10,3,9,1,18,1010,75,076/0766674001.jpg
74446,776885002,265,1010016,19,2,20,1,15,1013,221,077/0776885002.jpg
70471,760714002,94,1010005,9,4,5,4,42,1020,205,076/0760714002.jpg
12388,553068002,66,1010016,11,1,9,1,65,1019,210,055/0553068002.jpg
8318,522398021,254,1010001,6,1,12,1,15,1005,114,052/0522398021.jpg
54935,708674002,252,1010014,51,3,4,2,70,1005,228,070/0708674002.jpg
99869,887317001,252,1010016,51,1,4,4,40,1003,158,088/0887317001.jpg
29390,625216007,286,1010012,8,4,12,4,79,1017,225,062/0625216007.jpg
85386,819363001,265,1010001,9,4,5,2,53,1013,291,081/0819363001.jpg
40465,664647034,272,1010023,6,1,12,3,20,1009,30,066/0664647034.jpg
59801,724984008,255,1010017,17,2,13,4,44,1006,237,072/0724984008.jpg
3432,453765005,245,1010016,9,4,5,2,58,1003,187,045/0453765005.jpg
69335,757057003,49,1010016,7,1,12,4,44,1017,240,075/0757057003.jpg
53562,704975002,252,1010016,14,4,11,1,15,1001,130,070/0704975002.jpg
81877,806527004,272,1010016,52,5,4,1,11,1009,387,080/0806527004.jpg
18786,580482004,265,1010016,52,2,4,1,15,1003,23,058/0580482004.jpg
56834,715126010,252,1010016,43,4,18,2,50,1005,146,071/0715126010.jpg
99686,886099001,265,1010001,11,1,9,1,8,1010,168,088/0886099001.jpg
13065,556395001,272,1010016,14,4,11,1,15,1009,145,055/0556395001.jpg
33138,637515005,252,1010010,43,4,18,1,15,1003,319,063/0637515005.jpg
53834,705905001,91,1010001,73,4,2,4,42,1020,12,070/0705905001.jpg
31149,631231002,267,1010016,73,4,2,1,15,1001,157,063/0631231002.jpg
22563,599020006,265,1010001,73,4,2,4,79,1002,54,059/0599020006.jpg
21693,594987023,286,1010016,73,2,2,1,61,1017,334,059/0594987023.jpg
55471,710729008,265,1010017,9,4,5,2,53,1013,291,071/0710729008.jpg
83976,814238002,69,1010016,9,4,5,3,25,1019,151,081/0814238002.jpg
38231,657014001,307,1010016,10,3,9,4,79,1017,315,065/0657014001.jpg
32557,635421002,258,1010001,10,3,9,1,15,1010,152,063/0635421002.jpg
15972,568575001,59,1010016,9,4,5,1,60,1018,302,056/0568575001.jpg
75681,782570001,71,1010016,9,4,5,1,97,1001,149,078/0782570001.jpg
40494,664762001,265,1010016,42,7,18,4,43,1019,326,066/0664762001.jpg
64308,741191003,272,1010016,7,2,12,4,72,1002,97,074/0741191003.jpg
74530,777099004,275,1010023,51,1,4,1,6,1025,272,077/0777099004.jpg
91689,850792001,265,1010001,8,4,-1,4,76,1014,245,085/0850792001.jpg
62975,738190001,258,1010021,32,2,3,4,44,1006,314,073/0738190001.jpg
59058,721949001,258,1010016,9,4,5,1,6,1010,327,072/0721949001.jpg
6935,509135002,253,1010014,6,1,12,2,53,1005,378,050/0509135002.jpg
72197,766955002,275,1010004,9,4,5,2,53,1012,291,076/0766955002.jpg
46437,685816016,255,1010016,31,3,3,3,26,1002,345,068/0685816016.jpg
71339,763617005,272,1010016,33,2,13,2,70,1009,237,076/0763617005.jpg
100355,889753001,252,1010016,9,4,5,2,51,1002,62,088/0889753001.jpg
55920,712231001,258,1010001,9,4,5,1,15,1010,327,071/0712231001.jpg
1541,356289068,275,1010017,9,4,5,2,53,1012,41,035/0356289068.jpg
26738,617878001,259,1010017,72,7,2,1,15,1010,384,061/0617878001.jpg
92984,856009002,302,1010016,73,4,2,4,72,1021,277,085/0856009002.jpg
103712,914886003,252,1010005,51,1,4,2,53,1005,376,091/0914886003.jpg
76993,787481005,272,1010023,73,2,2,1,6,1009,118,078/0787481005.jpg
4303,481550003,255,1010017,73,4,2,1,6,1005,107,048/0481550003.jpg
28187,622186001,253,1010008,10,3,9,26,49,1001,189,062/0622186001.jpg
39409,661333001,258,1010007,10,3,9,2,50,1010,172,066/0661333001.jpg
11365,547367007,306,1010016,9,4,5,1,61,1017,95,054/0547367007.jpg
43910,678632001,265,1010016,10,3,9,1,18,1010,152,067/0678632001.jpg
36340,650502004,66,1010020,8,4,12,3,25,1019,0,065/0650502004.jpg
61647,733833002,275,1010001,9,4,5,1,82,1001,193,073/0733833002.jpg
84367,815456004,272,1010016,14,2,13,3,21,1009,352,081/0815456004.jpg
68548,754492002,274,1010016,19,2,20,2,53,1025,82,075/0754492002.jpg
63532,739494003,262,1010002,6,1,12,4,45,1007,141,073/0739494003.jpg
48657,692843002,272,1010016,42,7,18,4,46,1009,94,069/0692843002.jpg
38634,658329010,257,1010017,7,1,12,3,20,1005,73,065/0658329010.jpg
59170,722475016,259,1010001,73,4,2,3,23,1011,47,072/0722475016.jpg
90878,845181005,265,1010016,42,5,18,1,6,1005,369,084/0845181005.jpg
84504,816074001,265,1010026,51,1,4,4,40,1005,158,081/0816074001.jpg
68095,753214004,255,1010008,22,7,8,2,53,1005,81,075/0753214004.jpg
74428,776850003,75,1010016,13,4,11,2,52,1019,0,077/0776850003.jpg
45796,684209014,298,1010001,9,4,5,1,60,1018,137,068/0684209014.jpg
1671,368505006,263,1010022,8,4,12,2,53,1007,361,036/0368505006.jpg
4927,487937003,49,1010001,12,2,11,4,44,1017,222,048/0487937003.jpg
78037,792096002,252,1010016,73,4,2,3,23,1003,46,079/0792096002.jpg
38199,656868005,274,1010026,9,4,5,3,26,1002,345,065/0656868005.jpg
37866,655403001,252,1010016,9,4,5,1,18,1003,1,065/0655403001.jpg
77651,790613001,272,1010023,72,2,2,1,57,1016,208,079/0790613001.jpg
28851,624122009,252,1010017,33,4,3,4,41,1005,64,062/0624122009.jpg
98839,881112004,272,1010023,72,2,2,2,57,1016,232,088/0881112004.jpg
29605,625760002,272,1010016,51,1,4,4,77,1009,180,062/0625760002.jpg
90931,845497003,252,1010010,7,1,12,2,53,1003,194,084/0845497003.jpg
24584,609813011,259,1010001,73,4,2,3,28,1011,47,060/0609813011.jpg
62329,736046001,70,1010016,5,5,15,1,66,1019,360,073/0736046001.jpg
34659,642971002,255,1010016,9,4,5,2,58,1005,159,064/0642971002.jpg
61817,734296003,274,1010023,72,2,2,3,56,1025,258,073/0734296003.jpg
88271,832309007,57,1010001,11,3,9,1,60,1018,80,083/0832309007.jpg
80512,802236002,84,1010016,17,2,13,3,25,1019,72,080/0802236002.jpg
33626,639405002,77,1010016,3,3,15,1,66,1019,231,063/0639405002.jpg
96780,871542003,255,1010016,62,1,6,1,16,1002,118,087/0871542003.jpg
28176,622149008,274,1010002,6,1,12,4,46,1005,233,062/0622149008.jpg
5012,488561036,274,1010024,19,4,20,3,21,1025,133,048/0488561036.jpg
42535,673281021,245,1010026,73,4,2,3,20,1005,381,067/0673281021.jpg
53525,704760011,302,1010016,42,7,18,4,43,1019,326,070/0704760011.jpg
22478,598755030,255,1010010,81,3,7,3,26,1002,386,059/0598755030.jpg
56154,713253002,59,1010017,72,7,2,1,60,1018,211,071/0713253002.jpg
65910,746144001,272,1010023,73,2,2,4,46,1016,91,074/0746144001.jpg
8802,525905002,75,1010002,73,4,2,4,45,1019,182,052/0525905002.jpg
71924,766085001,74,1010016,10,3,9,4,43,1019,255,076/0766085001.jpg
62728,737134001,81,1010016,9,4,5,1,66,1019,188,073/0737134001.jpg
91114,846692001,255,1010001,12,1,11,4,76,1023,340,084/0846692001.jpg
47852,690270003,94,1010016,10,3,9,4,42,1020,132,069/0690270003.jpg
5915,501120022,272,1010001,19,4,20,4,46,1009,209,050/0501120022.jpg
41379,668722001,252,1010001,73,2,2,4,44,1006,283,066/0668722001.jpg
4412,483597002,95,1010016,13,2,11,1,64,1020,210,048/0483597002.jpg
31559,632548001,308,1010017,10,3,9,4,46,1005,76,063/0632548001.jpg
100128,888473002,258,1010016,9,4,5,2,53,1010,116,088/0888473002.jpg
100494,890525001,262,1010016,9,4,5,2,53,1007,116,089/0890525001.jpg
29812,626328001,80,1010001,31,1,3,1,65,1019,112,062/0626328001.jpg
66841,749180001,272,1010016,9,4,5,1,8,1009,327,074/0749180001.jpg
35403,646769001,79,1010016,80,5,7,2,52,1019,102,064/0646769001.jpg
8974,527892001,306,1010016,9,4,5,1,61,1017,95,052/0527892001.jpg
9086,529035002,306,1010016,60,5,6,26,5,1005,28,052/0529035002.jpg
6971,509468002,262,1010001,19,4,20,3,31,1007,209,050/0509468002.jpg
47986,690730001,262,1010001,9,4,5,4,45,1007,100,069/0690730001.jpg
85315,818988001,79,1010016,5,5,15,1,66,1019,36,081/0818988001.jpg
31293,631744004,302,1010016,9,4,5,1,62,1021,137,063/0631744004.jpg
92976,855989005,302,1010016,11,1,9,4,44,1021,44,085/0855989005.jpg
17646,575172003,272,1010017,9,4,5,1,15,1009,274,057/0575172003.jpg
14116,561551014,255,1010001,6,1,12,4,79,1002,372,056/0561551014.jpg
33775,639768001,258,1010017,6,1,12,1,15,1010,30,063/0639768001.jpg
83006,810841001,265,1010016,9,4,5,1,15,1005,65,081/0810841001.jpg
91390,849271001,297,1010014,7,1,12,3,26,1017,44,084/0849271001.jpg
11590,548556001,253,1010008,10,3,9,2,50,1001,10,054/0548556001.jpg
2420,406724026,81,1010016,72,7,2,3,25,1019,316,040/0406724026.jpg
53597,705145001,252,1010010,6,1,12,1,6,1003,396,070/0705145001.jpg
30451,628586002,306,1010001,10,3,9,26,5,1005,323,062/0628586002.jpg
755,291338031,304,1010016,10,3,9,4,79,1021,178,029/0291338031.jpg
75303,780729002,258,1010016,10,3,9,1,18,1010,75,078/0780729002.jpg
96405,870428001,295,1010001,9,4,5,4,77,1005,15,087/0870428001.jpg
44425,679948012,272,1010010,73,2,2,4,72,1002,300,067/0679948012.jpg
21261,593184003,252,1010010,31,1,3,1,14,1003,214,059/0593184003.jpg
59586,724130002,81,1010016,9,4,5,3,25,1019,151,072/0724130002.jpg
36911,652069001,265,1010016,92,5,19,1,97,1001,143,065/0652069001.jpg
17336,573609002,274,1010023,71,1,2,4,47,1016,35,057/0573609002.jpg
66801,749131002,89,1010016,23,4,11,3,28,1019,0,074/0749131002.jpg
74288,776237008,298,1010026,9,4,5,1,60,1018,57,077/0776237008.jpg
80967,803985003,306,1010016,51,1,4,1,61,1017,166,080/0803985003.jpg
57573,717256007,253,1010016,30,5,3,26,5,1005,236,071/0717256007.jpg
73208,771053002,255,1010005,73,4,2,3,55,1005,74,077/0771053002.jpg
48745,693208007,252,1010008,7,1,12,4,46,1005,2,069/0693208007.jpg
13538,558788001,255,1010016,9,4,5,26,49,1001,189,055/0558788001.jpg
73891,774038001,273,1010016,9,4,5,1,8,1005,230,077/0774038001.jpg
57541,717154001,252,1010017,9,4,5,3,28,1003,345,071/0717154001.jpg
35394,646757001,81,1010016,9,4,5,2,52,1019,27,064/0646757001.jpg
38114,656589001,253,1010008,72,7,2,4,46,1005,38,065/0656589001.jpg
50232,696356005,69,1010001,73,4,2,4,45,1019,12,069/0696356005.jpg
76389,784650001,252,1010014,6,1,12,2,53,1005,194,078/0784650001.jpg
29375,625193006,262,1010016,42,5,18,4,45,1007,146,062/0625193006.jpg
11630,548837002,75,1010002,31,1,3,2,52,1019,112,054/0548837002.jpg
75687,782576001,84,1010026,19,4,20,1,97,1001,217,078/0782576001.jpg
32958,637031003,81,1010016,51,3,4,2,52,1019,169,063/0637031003.jpg
26180,616201009,252,1010016,91,1,19,1,18,1005,321,061/0616201009.jpg
104072,918522001,252,1010016,11,3,9,1,15,1003,125,091/0918522001.jpg
59725,724729004,265,1010010,7,2,12,1,11,1003,336,072/0724729004.jpg
94354,862105001,308,1010016,9,4,5,26,22,1007,17,086/0862105001.jpg
13333,557599004,286,1010016,42,5,18,1,61,1017,78,055/0557599004.jpg
56042,712801003,255,1010008,9,4,5,4,47,1005,100,071/0712801003.jpg
63968,739941007,262,1010005,9,4,5,4,45,1007,100,073/0739941007.jpg
2952,443262014,253,1010018,10,3,9,3,26,1002,286,044/0443262014.jpg
102652,905566001,254,1010016,19,2,20,1,8,1005,303,090/0905566001.jpg
81029,804482001,275,1010004,12,1,11,1,8,1005,154,080/0804482001.jpg
94327,861850001,302,1010016,10,3,9,26,22,1019,312,086/0861850001.jpg
81524,805924003,274,1010010,83,2,7,4,46,1025,258,080/0805924003.jpg
53159,703314008,274,1010016,12,1,11,4,44,1006,141,070/0703314008.jpg
76160,783844002,258,1010016,42,5,18,1,18,1010,369,078/0783844002.jpg
79708,798883009,74,1010016,10,3,9,2,52,1019,80,079/0798883009.jpg
33242,637927001,253,1010016,10,1,9,1,18,1005,248,063/0637927001.jpg
43157,675544002,255,1010016,10,3,9,4,47,1005,76,067/0675544002.jpg
65788,745533003,272,1010016,19,2,20,4,77,1009,224,074/0745533003.jpg
24164,608204001,265,1010024,72,2,2,4,40,1006,70,060/0608204001.jpg
36360,650530001,66,1010016,9,4,5,3,25,1019,98,065/0650530001.jpg
45723,684037004,265,1010001,72,7,2,1,8,1005,120,068/0684037004.jpg
101247,895346005,274,1010023,71,1,2,2,57,1016,232,089/0895346005.jpg
80816,803518001,265,1010001,9,4,5,1,11,1013,358,080/0803518001.jpg
56956,715321003,255,1010005,9,4,5,4,47,1005,100,071/0715321003.jpg
58620,720629002,272,1010013,71,1,2,4,47,1009,283,072/0720629002.jpg
17058,572797040,253,1010016,31,1,3,1,6,1005,214,057/0572797040.jpg
89243,837028002,245,1010016,43,4,18,2,53,1003,399,083/0837028002.jpg
55661,711232002,75,1010017,6,1,12,4,44,1019,139,071/0711232002.jpg
68835,755617001,265,1010001,21,3,8,2,50,1013,291,075/0755617001.jpg
99361,883980004,254,1010010,63,4,6,1,62,1017,390,088/0883980004.jpg
70730,761504006,264,1010016,9,4,5,1,2,1007,230,076/0761504006.jpg
29926,626446003,252,1010008,8,4,12,4,77,1005,373,062/0626446003.jpg
3737,464679008,306,1010016,10,3,9,1,61,1017,39,046/0464679008.jpg
25516,613279004,272,1010002,71,1,2,2,53,1009,70,061/0613279004.jpg
8031,519749007,252,1010010,72,1,2,1,15,1003,359,051/0519749007.jpg
52943,702782001,245,1010010,12,1,11,1,6,1003,396,070/0702782001.jpg
86664,824616003,274,1010001,92,2,19,4,41,1005,60,082/0824616003.jpg
2204,399087042,272,1010023,73,2,2,2,57,1016,147,039/0399087042.jpg
48689,692847010,272,1010016,73,4,2,4,46,1009,190,069/0692847010.jpg
95246,865921002,254,1010016,10,3,9,1,15,1005,125,086/0865921002.jpg
67219,750232001,265,1010016,13,1,11,1,11,1013,67,075/0750232001.jpg
64221,740801001,275,1010004,9,4,5,2,53,1012,291,074/0740801001.jpg
49497,694739028,69,1010008,73,4,2,4,45,1019,12,069/0694739028.jpg
99240,883164001,262,1010014,9,4,5,4,45,1007,116,088/0883164001.jpg
64984,743594003,265,1010016,10,3,9,1,15,1013,75,074/0743594003.jpg
60577,730013004,274,1010023,72,1,2,3,56,1025,258,073/0730013004.jpg
21303,593434004,252,1010001,51,1,4,4,44,1002,31,059/0593434004.jpg
4461,484406007,254,1010016,10,3,9,2,51,1002,10,048/0484406007.jpg
70632,761222004,308,1010016,11,1,9,1,6,1005,154,076/0761222004.jpg
9853,536720003,308,1010016,93,4,19,3,31,1007,24,053/0536720003.jpg
19953,586336006,272,1010005,9,4,5,3,55,1005,187,058/0586336006.jpg
172,188183023,57,1010001,71,3,2,1,60,1018,246,018/0188183023.jpg
58227,719271001,258,1010001,73,4,2,1,15,1001,157,071/0719271001.jpg
103633,914118001,87,1010016,9,4,5,1,64,1020,285,091/0914118001.jpg
59546,723928001,95,1010016,9,4,5,1,64,1020,188,072/0723928001.jpg
91139,846881001,265,1010001,12,1,9,4,76,1023,340,084/0846881001.jpg
80592,802550001,252,1010018,50,5,4,4,77,1003,13,080/0802550001.jpg
57103,715717002,252,1010005,73,4,2,3,21,1005,381,071/0715717002.jpg
56205,713385001,252,1010016,12,1,11,4,44,1006,141,071/0713385001.jpg
22340,598196008,255,1010016,10,3,9,4,79,1002,92,059/0598196008.jpg
45282,682738001,255,1010008,10,3,9,4,77,1005,197,068/0682738001.jpg
18721,580085004,80,1010010,7,2,12,3,25,1019,222,058/0580085004.jpg
36240,649732001,254,1010017,42,5,18,4,76,1005,308,064/0649732001.jpg
94051,860705004,259,1010016,19,1,20,1,6,1010,303,086/0860705004.jpg
44912,681571001,253,1010021,9,4,5,1,15,1010,150,068/0681571001.jpg
103996,917698001,255,1010014,7,1,2,2,53,1005,86,091/0917698001.jpg
24412,609174001,275,1010001,9,4,5,1,15,1012,52,060/0609174001.jpg
69032,756099008,75,1010016,93,4,19,1,65,1019,49,075/0756099008.jpg
22266,597678001,274,1010001,73,4,2,4,47,1025,183,059/0597678001.jpg
825,294076018,272,1010023,72,2,2,1,8,1009,392,029/0294076018.jpg
62384,736114007,253,1010016,73,4,2,4,72,1002,256,073/0736114007.jpg
77453,789545001,262,1010016,9,4,5,4,45,1007,100,078/0789545001.jpg
58583,720504003,272,1010023,73,4,2,3,56,1016,247,072/0720504003.jpg
92751,855076002,258,1010016,42,7,18,1,15,1010,226,085/0855076002.jpg
52905,702726006,273,1010016,10,3,9,4,79,1002,197,070/0702726006.jpg
61692,733990002,308,1010005,7,1,12,4,41,1005,141,073/0733990002.jpg
47389,688771001,74,1010016,5,5,15,1,66,1019,360,068/0688771001.jpg
12792,554772013,255,1010016,93,2,19,1,16,1002,321,055/0554772013.jpg
52975,702841005,255,1010016,13,1,1,3,55,1005,86,070/0702841005.jpg
19346,583733001,254,1010015,41,5,18,1,8,1003,19,058/0583733001.jpg
56714,714824005,265,1010001,42,5,18,2,53,1013,198,071/0714824005.jpg
65548,744792002,265,1010016,31,3,3,1,15,1013,387,074/0744792002.jpg
88117,831555001,258,1010016,10,3,9,2,53,1010,201,083/0831555001.jpg
74538,777143001,252,1010027,12,1,11,1,15,1003,154,077/0777143001.jpg
51942,699930009,265,1010001,11,1,9,4,40,1005,141,069/0699930009.jpg
61316,732869001,267,1010023,71,1,2,1,2,1009,110,073/0732869001.jpg
67078,749714001,252,1010026,10,3,9,2,53,1003,328,074/0749714001.jpg
9225,531310001,245,1010010,7,2,12,2,53,1003,378,053/0531310001.jpg
56888,715226004,255,1010014,73,4,2,4,46,1005,74,071/0715226004.jpg
88923,835302002,88,1010016,9,4,5,4,42,1020,26,083/0835302002.jpg
27488,620197042,265,1010017,73,4,2,4,79,1002,117,062/0620197042.jpg
49932,695632011,258,1010016,19,4,20,1,11,1010,136,069/0695632011.jpg
14183,561813001,265,1010016,9,4,5,1,16,1002,304,056/0561813001.jpg
101009,893580001,73,1010011,9,4,5,1,66,1019,285,089/0893580001.jpg
42997,674864001,275,1010016,9,4,5,1,15,1001,1,067/0674864001.jpg
81603,806131001,272,1010023,9,4,5,2,57,1016,57,080/0806131001.jpg
54147,706678002,297,1010001,73,4,2,4,79,1017,33,070/0706678002.jpg
93503,858444008,253,1010001,71,1,2,4,77,1005,79,085/0858444008.jpg
102075,901983001,274,1010023,71,3,2,2,70,1009,390,090/0901983001.jpg
17338,573626002,265,1010016,71,3,2,1,2,1005,294,057/0573626002.jpg
80505,802216001,93,1010002,73,4,2,4,42,1020,377,080/0802216001.jpg
64913,743225001,77,1010016,5,5,15,1,97,1001,217,074/0743225001.jpg
39772,662598001,79,1010016,3,3,15,3,25,1019,88,066/0662598001.jpg
79106,796567004,255,1010002,21,3,8,4,76,1005,58,079/0796567004.jpg
54403,707461001,74,1010016,11,1,9,4,43,1019,139,070/0707461001.jpg
6775,508643003,267,1010001,6,1,12,4,40,1005,378,050/0508643003.jpg
93400,857855003,252,1010016,14,4,11,1,62,1017,40,085/0857855003.jpg
84522,816151003,259,1010016,12,1,11,3,23,1011,67,081/0816151003.jpg
71682,764801001,71,1010016,9,4,5,1,65,1019,188,076/0764801001.jpg
13342,557607002,245,1010016,51,1,4,4,76,1003,180,055/0557607002.jpg
11085,545449001,308,1010016,9,4,5,4,72,1002,115,054/0545449001.jpg
64981,743586001,81,1010016,5,5,15,3,25,1019,223,074/0743586001.jpg
98155,877773004,265,1010016,10,3,9,2,53,1013,40,087/0877773004.jpg
71547,764356002,267,1010001,12,1,9,4,44,1005,141,076/0764356002.jpg
85306,818972002,79,1010016,3,3,15,1,66,1019,351,081/0818972002.jpg
55894,712153002,265,1010016,9,4,5,2,51,1002,34,071/0712153002.jpg
66109,746775002,306,1010016,10,3,-1,1,61,1017,57,074/0746775002.jpg
56615,714521001,74,1010016,5,5,15,4,43,1019,223,071/0714521001.jpg
65216,744042001,265,1010021,73,4,2,1,11,1013,270,074/0744042001.jpg
42954,674674001,255,1010018,9,4,5,4,47,1005,159,067/0674674001.jpg
22914,600791002,265,1010016,50,5,4,1,14,1013,191,060/0600791002.jpg
103454,912095003,265,1010001,9,4,5,1,11,1005,68,091/0912095003.jpg
91365,849215001,274,1010016,19,2,20,3,21,1025,82,084/0849215001.jpg
53870,705979003,252,1010009,81,1,7,1,11,1003,173,070/0705979003.jpg
72366,767449003,255,1010008,10,3,9,4,47,1005,201,076/0767449003.jpg
81705,806185014,273,1010014,9,4,5,4,76,1005,15,080/0806185014.jpg
54044,706366001,265,1010016,73,2,2,1,11,1013,110,070/0706366001.jpg
15002,564999009,272,1010005,9,4,5,4,47,1005,64,056/0564999009.jpg
68347,754005010,94,1010016,71,1,2,1,64,1020,121,075/0754005010.jpg
89668,839363001,93,1010001,73,4,2,3,24,1001,288,083/0839363001.jpg
76748,786241001,267,1010001,9,4,5,2,50,1023,235,078/0786241001.jpg
22861,600528001,78,1010016,51,3,4,2,52,1019,169,060/0600528001.jpg
23135,602415011,274,1010023,9,4,5,3,30,1001,362,060/0602415011.jpg
5865,500435129,74,1010001,31,3,3,1,66,1019,169,050/0500435129.jpg
90959,845729001,265,1010016,9,4,5,1,62,1017,279,084/0845729001.jpg
45255,682618001,304,1010013,11,1,9,4,79,1021,108,068/0682618001.jpg
39401,661311001,265,1010016,52,2,4,1,16,1002,23,066/0661311001.jpg
100627,891249001,274,1010010,9,4,5,4,72,1002,15,089/0891249001.jpg
13322,557548002,80,1010017,12,1,11,1,65,1019,210,055/0557548002.jpg
11366,547367008,306,1010016,73,4,2,1,61,1017,290,054/0547367008.jpg
93622,859081003,265,1010016,19,2,20,2,53,1013,59,085/0859081003.jpg
96686,871184001,272,1010017,72,2,2,1,2,1009,118,087/0871184001.jpg
14853,564358053,252,1010010,10,3,9,3,20,1003,353,056/0564358053.jpg
77123,788093003,265,1010001,12,1,11,2,53,1013,293,078/0788093003.jpg
74523,777093001,267,1010001,73,4,2,4,77,1014,33,077/0777093001.jpg
64561,742154001,272,1010010,7,1,12,4,44,1005,141,074/0742154001.jpg
28882,624235001,273,1010005,73,4,2,26,5,1005,28,062/0624235001.jpg
62394,736154002,264,1010016,43,7,18,1,11,1008,226,073/0736154002.jpg
26746,617902001,262,1010023,72,2,2,2,53,1007,70,061/0617902001.jpg
94346,862069003,265,1010001,92,2,19,1,8,1005,113,086/0862069003.jpg
66645,748751008,87,1010001,51,1,4,4,42,1020,37,074/0748751008.jpg
